Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|consolid:sim*,Receita|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,AcPossuid|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,AcPossuid|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,AcPossuid|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,AcPossuid|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,AcPossuid|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,AcPossuid|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,AcPossuid|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,AcPossuid|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,AcPossuid|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,AcPossuid|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,AcPossuid|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,AcPossuid|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,AcPossuid|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,AcPossuid|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,AcPossuid|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,AcPossuid|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,AcPossuid|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,AcPossuid|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,AcPossuid|31/12/2011|10.Maior|Com Voto
Ienergia,ON,2225714000123,BR,cancelado,1673,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,IENG3,BRIENGACNOR0,-,-,-,-,-,-,Real,150000000,-,-,-,0,0.0,0.0,Inepar S/A Ind e Construcoes,92106583,Bndespar - BNDES Participacoes SA,30103697,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Inepar S/A Ind e Construcoes,89999995,Bndespar - BNDES Participacoes SA,20000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ienergia,PNA,2225714000123,BR,cancelado,1673,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,IENG5,BRIENGACNPA3,-,-,-,-,-,-,Real,194197000,-,-,-,0,0.0,0.0,Inepar S/A Ind e Construcoes,92106583,Bndespar - BNDES Participacoes SA,30103697,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Inepar S/A Ind e Construcoes,89999995,Bndespar - BNDES Participacoes SA,20000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ienergia,PNB,2225714000123,BR,cancelado,1673,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,IENG6,BRIENGTNB009,-,-,-,-,-,-,Real,12000,-,-,-,0,-,-,Inepar S/A Ind e Construcoes,92106583,Bndespar - BNDES Participacoes SA,30103697,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Inepar S/A Ind e Construcoes,89999995,Bndespar - BNDES Participacoes SA,20000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IGB S/A,ON,43185362000107,BR,ativo,681,Indústria de equipamentos de audio e video,Eletroeletrônicos,Ação,Bovespa,IGBR3,BRIGBRACNOR7,12,804367000,-232517000,0,0,-31396000,Real,12504967,-2.5106807397,-18.5939715,0,0,0.0,0.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Npg Administracao Part S/C Ltda,5485247,Richard Jesse Staub,334020,Res Empreendimentos e Part S/C Ltda,164188,BI Invest High Yield Tech FIA,28047,-,-,-,-,-,-,-,-,-,-,-,-
IGB S/A,PNA,43185362000107,BR,cancelado,681,Indústria de equipamentos de audio e video,Eletroeletrônicos,Ação,Bovespa,IGBR5,-,12,804367000,-232517000,0,0,-31396000,Real,0,-2.5106807397,-18.5939715,0,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Npg Administracao Part S/C Ltda,5485247,Richard Jesse Staub,334020,Res Empreendimentos e Part S/C Ltda,164188,BI Invest High Yield Tech FIA,28047,-,-,-,-,-,-,-,-,-,-,-,-
IGB S/A,PNB,43185362000107,BR,cancelado,681,Indústria de equipamentos de audio e video,Eletroeletrônicos,Ação,Bovespa,IGBR6,-,12,804367000,-232517000,0,0,-31396000,Real,0,-2.5106807397,-18.5939715,0,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Npg Administracao Part S/C Ltda,5485247,Richard Jesse Staub,334020,Res Empreendimentos e Part S/C Ltda,164188,BI Invest High Yield Tech FIA,28047,-,-,-,-,-,-,-,-,-,-,-,-
IGB S/A,PNC,43185362000107,BR,cancelado,681,Indústria de equipamentos de audio e video,Eletroeletrônicos,Ação,Bovespa,IGBR7,-,12,804367000,-232517000,0,0,-31396000,Real,0,-2.5106807397,-18.5939715,0,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Npg Administracao Part S/C Ltda,5485247,Richard Jesse Staub,334020,Res Empreendimentos e Part S/C Ltda,164188,BI Invest High Yield Tech FIA,28047,-,-,-,-,-,-,-,-,-,-,-,-
Iguacu Cafe,ON,76255926000190,BR,ativo,333,Moinho de grãos,Alimentos e Beb,Ação,Bovespa,IGUA3,BRIGUAACNOR3,12,721062000,74074000,1115289000,49876000,-45208000,Real,9684000,-1.5560527312,2.5496162186,38.388083847,372,5.2,4.9,Marubeni Corporation,9341931,Eduardo Duvivier Neto,3780000,Luiz Alves Paes de Barros,2469782,Mcap Poland Fundo de Investimento em Acoes,1294310,Marubeni Brasil S/A,804854,-,-,-,-,-,-,-,-,-,-,Marubeni Corporation,7604708,Marubeni Brasil S/A,329026,Mcap Poland Fundo de Investimento em Acoes,249036,Luiz Alves Paes de Barros,7000,Eduardo Duvivier Neto,5000,-,-,-,-,-,-,-,-,-,-
Iguacu Cafe,PNA,76255926000190,BR,ativo,333,Moinho de grãos,Alimentos e Beb,Ação,Bovespa,IGUA5,BRIGUAACNPA6,12,721062000,74074000,1115289000,49876000,-45208000,Real,7379000,-1.5560527312,2.5496162186,38.388083847,372,6.6,7.2,Marubeni Corporation,9341931,Eduardo Duvivier Neto,3780000,Luiz Alves Paes de Barros,2469782,Mcap Poland Fundo de Investimento em Acoes,1294310,Marubeni Brasil S/A,804854,-,-,-,-,-,-,-,-,-,-,Marubeni Corporation,7604708,Marubeni Brasil S/A,329026,Mcap Poland Fundo de Investimento em Acoes,249036,Luiz Alves Paes de Barros,7000,Eduardo Duvivier Neto,5000,-,-,-,-,-,-,-,-,-,-
Iguacu Cafe,PNB,76255926000190,BR,ativo,333,Moinho de grãos,Alimentos e Beb,Ação,Bovespa,IGUA6,BRIGUAACNPB4,12,721062000,74074000,1115289000,49876000,-45208000,Real,11990000,-1.5560527312,2.5496162186,38.388083847,372,-,7.7,Marubeni Corporation,9341931,Eduardo Duvivier Neto,3780000,Luiz Alves Paes de Barros,2469782,Mcap Poland Fundo de Investimento em Acoes,1294310,Marubeni Brasil S/A,804854,-,-,-,-,-,-,-,-,-,-,Marubeni Corporation,7604708,Marubeni Brasil S/A,329026,Mcap Poland Fundo de Investimento em Acoes,249036,Luiz Alves Paes de Barros,7000,Eduardo Duvivier Neto,5000,-,-,-,-,-,-,-,-,-,-
Iguatemi,ON,51218147000193,BR,ativo,2049,Locadora de imóveis,Outros,Ação,Bovespa,IGTA3,BRIGTAACNOR5,12,2897032000,1578694000,329522000,240053000,151938000,Real,78968789,1.9202697957,19.991366463,4.1646667957,692,2.0,1.7,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,Jereissati Participacoes S/A,41954281,Fidelity Investments,8400150,Petros - Fund. Petrobras de Seg. Social,8184647,La Fonte Telecom,720624,Acoes em Tesouraria,81000,-,-,-,-,-,-,-,-,-,-
Imc Holdings,ON,8936792000112,BR,ativo,2243,Loja de comida e bebida,Comércio,Ação,Bovespa,IMCH3,BRIMCHACNOR4,12,1334855000,821353000,898606000,266050000,1875000,Real,83575796,0.023632414281,9.8276419647,11.325988942,0,0.0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fundo de Investimento em Participacoes - Brasil Empreendimentos,49886527,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Imperio,PN,33123118000166,BR,cancelado,1456,Abatedouros,Alimentos e Beb,Ação,Bovespa,IMPE4,-,-,-,-,-,-,-,Real,800000000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Inbrac,PN,61081972000142,BR,cancelado,687,Indústria de computadores e produtos eletrônicos,Eletroeletrônicos,Ação,Bovespa,IBRC4,-,-,-,-,-,-,-,Real,1026233000,-,-,-,0,-,-,Rupar Part. Adm. Representacao Ltda,19773000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rupar Part. Adm. Representacao Ltda,1426344000,Sergio Roberto Ugolini,105727000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ind Cataguas,ON,19526748000150,BR,ativo,339,Tecelagens,Textil,Ação,Bovespa,CATA3,BRCATAACNOR1,12,287241000,147024000,224486000,58303000,14742000,Real,144000,101.66896551,1013.9586206,1548.1793103,37.4471,-,-,Josue Inacio Peixoto (Espolio),296,Delta-Agropecuaria e Part. Ltda,212,Celia Peixoto de Barros Lemos,38,Zelia Peixoto F. Leite - Espolio,28,Nelia de Souza Peixoto,24,-,-,-,-,-,-,-,-,-,-,Delta-Agropecuaria e Part. Ltda,33872,Josue Inacio Peixoto (Espolio),25193,Celia Peixoto de Barros Lemos,8414,Nelia de Souza Peixoto,7979,Zelia Peixoto F. Leite - Espolio,6948,-,-,-,-,-,-,-,-,-,-
Ind Cataguas,PN,19526748000150,BR,ativo,339,Tecelagens,Textil,Ação,Bovespa,CATA4,BRCATAACNPR8,12,287241000,147024000,224486000,58303000,14742000,Real,1000,101.66896551,1013.9586206,1548.1793103,41.1918,-,-,Josue Inacio Peixoto (Espolio),296,Delta-Agropecuaria e Part. Ltda,212,Celia Peixoto de Barros Lemos,38,Zelia Peixoto F. Leite - Espolio,28,Nelia de Souza Peixoto,24,-,-,-,-,-,-,-,-,-,-,Delta-Agropecuaria e Part. Ltda,33872,Josue Inacio Peixoto (Espolio),25193,Celia Peixoto de Barros Lemos,8414,Nelia de Souza Peixoto,7979,Zelia Peixoto F. Leite - Espolio,6948,-,-,-,-,-,-,-,-,-,-
Inds Romi,ON,56720428000163,BR,ativo,751,Indústria de máquinas indústriais,Máquinas Indust,Ação,Bovespa,ROMI3,BRROMIACNOR8,12,1813394000,677776000,631054000,172612000,3568000,Real,74015147,0.047842575493,9.1572607429,8.4616728238,0.33,4.9,2.3,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Fenix Empreendimentos S/A,27166190,Petros - Fund. Petrobras de Seg. Social,7016145,Bndespar - BNDES Participacoes SA,5330000,"Genesis Asset Managers, Llp",4581900,Giordano Romi - Espolio,1497574,Romeu Romi,1147707,Flora Sans Romi,763967,Eugenio Guimaraes Chiti,558467,Juliana Guimaraes Chiti,558467,Carlos Guimaraes Chiti,558466
Inds Romi,PN,56720428000163,BR,cancelado,751,Indústria de máquinas indústriais,Máquinas Indust,Ação,Bovespa,ROMI4,-,12,1813394000,677776000,631054000,172612000,3568000,Real,0,0.047842575493,9.1572607429,8.4616728238,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Fenix Empreendimentos S/A,27166190,Petros - Fund. Petrobras de Seg. Social,7016145,Bndespar - BNDES Participacoes SA,5330000,"Genesis Asset Managers, Llp",4581900,Giordano Romi - Espolio,1497574,Romeu Romi,1147707,Flora Sans Romi,763967,Eugenio Guimaraes Chiti,558467,Juliana Guimaraes Chiti,558467,Carlos Guimaraes Chiti,558466
Indusval,ON,61024352000171,BR,ativo,2088,Bancos,Finanças e Seguros,Ação,Bovespa,IDVL3,BRIDVLACNOR5,12,4239476000,582855000,-,-,-29984000,Real,36945649,-0.58286448586,9.3467902867,-,0.5292,-,6.7,Wp X Brasil Fundo de Investimentos e Participacoes,11413043,Teorema FIA,3139300,Orbe Investimentos e Participacoes,1468400,Acoes em Tesouraria,746853,Manoel Felix Cintra Neto,296329,Antonio Geraldo da Rocha,128082,Maria Cecilia C.Ciampolini,104073,Carlos Ciampolini,100486,Luiz Masagao Ribeiro,492,-,0,Manoel Felix Cintra Neto,6447827,Luiz Masagao Ribeiro,6037659,Wp X Brasil Fundo de Investimentos e Participacoes,4891304,Carlos Ciampolini,4283988,Antonio Geraldo da Rocha,2728411,Maria Cecilia C.Ciampolini,2350351,Jair Ribeiro da Silva Neto,1006318,Jrs Empreendimentos e Participacoes Ltda.,239130,-,0,-,0
Indusval,PN,61024352000171,BR,ativo,2088,Bancos,Finanças e Seguros,Ação,Bovespa,IDVL4,BRIDVLACNPR2,12,4239476000,582855000,-,-,-29984000,Real,25413191,-0.58286448586,9.3467902867,-,0.5292,7.8,6.7,Wp X Brasil Fundo de Investimentos e Participacoes,11413043,Teorema FIA,3139300,Orbe Investimentos e Participacoes,1468400,Acoes em Tesouraria,746853,Manoel Felix Cintra Neto,296329,Antonio Geraldo da Rocha,128082,Maria Cecilia C.Ciampolini,104073,Carlos Ciampolini,100486,Luiz Masagao Ribeiro,492,-,0,Manoel Felix Cintra Neto,6447827,Luiz Masagao Ribeiro,6037659,Wp X Brasil Fundo de Investimentos e Participacoes,4891304,Carlos Ciampolini,4283988,Antonio Geraldo da Rocha,2728411,Maria Cecilia C.Ciampolini,2350351,Jair Ribeiro da Silva Neto,1006318,Jrs Empreendimentos e Participacoes Ltda.,239130,-,0,-,0
Indusval,UnN1,61024352000171,BR,cancelado,2088,Bancos,Finanças e Seguros,Ação,Bovespa,IDVL11,BRIDVLN01PR6,12,4239476000,582855000,-,-,-29984000,Real,0,-0.58286448586,9.3467902867,-,0,-,-,Wp X Brasil Fundo de Investimentos e Participacoes,11413043,Teorema FIA,3139300,Orbe Investimentos e Participacoes,1468400,Acoes em Tesouraria,746853,Manoel Felix Cintra Neto,296329,Antonio Geraldo da Rocha,128082,Maria Cecilia C.Ciampolini,104073,Carlos Ciampolini,100486,Luiz Masagao Ribeiro,492,-,0,Manoel Felix Cintra Neto,6447827,Luiz Masagao Ribeiro,6037659,Wp X Brasil Fundo de Investimentos e Participacoes,4891304,Carlos Ciampolini,4283988,Antonio Geraldo da Rocha,2728411,Maria Cecilia C.Ciampolini,2350351,Jair Ribeiro da Silva Neto,1006318,Jrs Empreendimentos e Participacoes Ltda.,239130,-,0,-,0
Inepar,ON,76627504000106,BR,ativo,759,Outras outras indústrias,Outros,Ação,Bovespa,INEP3,BRINEPACNOR1,12,3760059000,633091000,1536493000,289672000,-5993000,Real,37165000,-0.062648965085,6.6181371524,16.062021744,0.10336595,4.7,1.8,Mdc Assessoria Empresarial S.A.,1304778,Credit Suisse Hedging-Griffo C. V. S/A,200000,Inepar - Administracao e Partic S/A,942,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Inepar - Administracao e Partic S/A,22824235,Mdc Assessoria Empresarial S.A.,2681435,Credit Suisse Hedging-Griffo C. V. S/A,2317146,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Inepar,PN,76627504000106,BR,ativo,759,Outras outras indústrias,Outros,Ação,Bovespa,INEP4,BRINEPACNPR8,12,3760059000,633091000,1536493000,289672000,-5993000,Real,58495000,-0.062648965085,6.6181371524,16.062021744,0.11370255,5.8,2.0,Mdc Assessoria Empresarial S.A.,1304778,Credit Suisse Hedging-Griffo C. V. S/A,200000,Inepar - Administracao e Partic S/A,942,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Inepar - Administracao e Partic S/A,22824235,Mdc Assessoria Empresarial S.A.,2681435,Credit Suisse Hedging-Griffo C. V. S/A,2317146,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Inepar Tel,ON,359742000108,BR,ativo,1542,Telecomunicações,Telecomunicações,Ação,Bovespa,INET3,BRINETACNOR3,12,486000,-21489000,0,0,-469000,Real,88485000,-0.0053003333898,-0.24285472114,0,0,0.0,0.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Inepar S/A Ind e Construcoes,50434488,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Intel,Com,-,US,ativo,50863,Indústria de semicondutores e outros componetes eletrônicos,Eletroeletrônicos,"ADR,etc (emp estrang)",Bovespa,ITLC11B,BRITLCBDR005,-,-,-,-,-,-,Dollar US,-,-,-,-,0.878680073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Intl Bus Machines,Com,-,US,ativo,51143,Indústria de computadores e periféricos,Eletroeletrônicos,"ADR,etc (emp estrang)",Bovespa,IBMB11B,BRIBMBBDR003,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Invest Bemge,ON,1548981000179,BR,ativo,604,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,FIGE3,BRFIGEACNOR6,12,144635000,142075000,0,0,9595000,Real,792000,4.0587986464,60.099407783,0,0.02996,-,-,Banco Itauleasing S.A.,1376630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Banco Itauleasing S.A.,675533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Invest Bemge,PN,1548981000179,BR,ativo,604,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,FIGE4,BRFIGEACNPR3,12,144635000,142075000,0,0,9595000,Real,1572000,4.0587986464,60.099407783,0,0.03296,-,-,Banco Itauleasing S.A.,1376630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Banco Itauleasing S.A.,675533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Iochp-Maxion,ON,61156113000175,BR,ativo,1193,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,MYPK3,BRMYPKACNOR7,12,2492614000,918620000,2905139000,551756000,223436000,Real,94610000,2.3563923295,9.7095444456,30.638067526,0.68874705,2.7,2.9,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Bndespar - BNDES Participacoes SA,6419280,HSBC Bank Brasil SA,6116776,Isi Participacoes Ltda,5252122,BNY Mellon ARX Investimentos Ltda,4838677,Itau-Unibanco S.A.,4745428,Ivoncy Brochmann Ioschpe,4351482,Degus Participacoes Lttda,3791900,Iboty Brochmann Ioschpe,2900002,Dan Ioschpe,1909056,Ibi Participacoes e Negocios Ltda,1744706
Iochp-Maxion,PN,61156113000175,BR,cancelado,1193,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,MYPK4,-,12,2492614000,918620000,2905139000,551756000,223436000,Real,0,2.3563923295,9.7095444456,30.638067526,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Bndespar - BNDES Participacoes SA,6419280,HSBC Bank Brasil SA,6116776,Isi Participacoes Ltda,5252122,BNY Mellon ARX Investimentos Ltda,4838677,Itau-Unibanco S.A.,4745428,Ivoncy Brochmann Ioschpe,4351482,Degus Participacoes Lttda,3791900,Iboty Brochmann Ioschpe,2900002,Dan Ioschpe,1909056,Ibi Participacoes e Negocios Ltda,1744706
Ipiranga Dis,ON,92689256000176,BR,cancelado,519,Posto de gasolina,Petróleo e Gas,Ação,Bovespa,DPPI3,-,-,-,-,-,-,-,Real,10706368,-,-,-,0,-,-,Ultrapar Paticipacoes S.A.,21293632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultrapar Paticipacoes S.A.,10706368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ipiranga Dis,PN,92689256000176,BR,cancelado,519,Posto de gasolina,Petróleo e Gas,Ação,Bovespa,DPPI4,-,-,-,-,-,-,-,Real,21293632,-,-,-,0,-,-,Ultrapar Paticipacoes S.A.,21293632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultrapar Paticipacoes S.A.,10706368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ipiranga Pet,ON,33069766000181,BR,cancelado,286,Comercio atacadista de petróleo e produtos de petróleo,Petróleo e Gas,Ação,Bovespa,PTIP3,-,-,-,-,-,-,-,Real,35409306,-,-,-,0,-,-,Ultrapar Paticipacoes S.A.,70542694,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultrapar Paticipacoes S.A.,35409306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ipiranga Pet,PN,33069766000181,BR,cancelado,286,Comercio atacadista de petróleo e produtos de petróleo,Petróleo e Gas,Ação,Bovespa,PTIP4,-,-,-,-,-,-,-,Real,70542694,-,-,-,0,-,-,Ultrapar Paticipacoes S.A.,70542694,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultrapar Paticipacoes S.A.,35409306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ipiranga Ref,ON,94845674000130,BR,cancelado,999,Indústria de produtos de petróleo e carvão,Petróleo e Gas,Ação,Bovespa,RIPI3,-,-,-,-,-,-,-,Real,9982404,-,-,-,0,-,-,Ultrapar Paticipacoes S.A.,19617596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultrapar Paticipacoes S.A.,9982404,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ipiranga Ref,PN,94845674000130,BR,cancelado,999,Indústria de produtos de petróleo e carvão,Petróleo e Gas,Ação,Bovespa,RIPI4,-,-,-,-,-,-,-,Real,19617596,-,-,-,0,-,-,Ultrapar Paticipacoes S.A.,19617596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultrapar Paticipacoes S.A.,9982404,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Itaitinga,ON,1258943000181,BR,ativo,1586,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,SQRM3,BRSQRMACNOR2,12,4000,-89000,0,0,-100000,Real,127797,-0.27108882604,-0.23213899126,0,0,-,-,GP Investimentos Ltda,255594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GP Investimentos Ltda,127794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Itaitinga,PN,1258943000181,BR,cancelado,1586,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,SQRM4,-,12,4000,-89000,0,0,-100000,Real,0,-0.27108882604,-0.23213899126,0,0,-,-,GP Investimentos Ltda,255594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GP Investimentos Ltda,127794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Itaitinga,PRB,1258943000181,BR,ativo,1586,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,SQRM11,BRSQRMARNPB1,12,4000,-89000,0,0,-100000,Real,255594,-0.27108882604,-0.23213899126,0,0,-,-,GP Investimentos Ltda,255594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GP Investimentos Ltda,127794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Itausa,ON,61532644000115,BR,ativo,761,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,ITSA3,BRITSAACNOR0,12,312002000000,29341000000,5094000000,1815000000,4837000000,Real,1696627000,0.99941821869,6.0528604237,1.0525194141,473,3.6,3.6,"Blackrock, Inc",138085520,Previ Cx Prev Funcs Bco Brasil,126815921,Ana Lucia de Mattos Barretto Villela,118460900,Alfredo Egydio Arruda Villela Filho,118431004,Maria de Lourdes Egydio Villela,85397439,Maria Alice Setubal,22866574,Rodolfo Villela Marino,21607615,Ricardo Villela Marino,21607615,Roberto Egydio Setubal,17331438,Paulo Setubal Neto,17231707,Petros - Fund. Petrobras de Seg. Social,215827758,Ana Lucia de Mattos Barretto Villela,200925776,Alfredo Egydio Arruda Villela Filho,200925776,Fundacao Itau Social,191311413,Maria de Lourdes Egydio Villela,131200709,Paulo Setubal Neto,64146506,Olavo Egydio Setubal Júnior,56778560,Roberto Egydio Setubal,56558116,Alfredo Egydio Setubal,56299558,Ricardo Egydio Setubal,56275743
Itausa,PN,61532644000115,BR,ativo,761,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,ITSA4,BRITSAACNPR7,12,312002000000,29341000000,5094000000,1815000000,4837000000,Real,2710155000,0.99941821869,6.0528604237,1.0525194141,473,4.6,4.0,"Blackrock, Inc",138085520,Previ Cx Prev Funcs Bco Brasil,126815921,Ana Lucia de Mattos Barretto Villela,118460900,Alfredo Egydio Arruda Villela Filho,118431004,Maria de Lourdes Egydio Villela,85397439,Maria Alice Setubal,22866574,Rodolfo Villela Marino,21607615,Ricardo Villela Marino,21607615,Roberto Egydio Setubal,17331438,Paulo Setubal Neto,17231707,Petros - Fund. Petrobras de Seg. Social,215827758,Ana Lucia de Mattos Barretto Villela,200925776,Alfredo Egydio Arruda Villela Filho,200925776,Fundacao Itau Social,191311413,Maria de Lourdes Egydio Villela,131200709,Paulo Setubal Neto,64146506,Olavo Egydio Setubal Júnior,56778560,Roberto Egydio Setubal,56558116,Alfredo Egydio Setubal,56299558,Ricardo Egydio Setubal,56275743
Itautec,ON,54526082000131,BR,ativo,1253,Indústria de computadores e periféricos,Eletroeletrônicos,Ação,Bovespa,ITEC3,BRITECACNOR6,12,1176438000,537698000,1542292000,280735000,43588000,Real,11651000,3.7411076175,46.150373359,132.37313824,0,0.0,0.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Itausa Invest Itau S.A.,10953370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
